paper_id,title,year,venue,source,query,doi,url,authors,abstract,topic,score_abstraction,score_physical,score_planning,score_world_model,hidden_assumptions,fixed_variables,failure_modes
doi:10.1109/case48305.2020.9216770,Bridging Visual Perception with Contextual Semantics for Understanding Robot Manipulation Tasks,2020,2020 IEEE 16th International Conference on Automation Science and Engineering (CASE),crossref,tactile perception robot manipulation,10.1109/case48305.2020.9216770,https://doi.org/10.1109/case48305.2020.9216770,Chen Jiang; Martin Jagersand,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1145/3371382.3378265,Multimodal Representation Learning for Human Robot Interaction,2020,Companion of the 2020 ACM/IEEE International Conference on Human-Robot Interaction,crossref,robot representation learning control,10.1145/3371382.3378265,https://doi.org/10.1145/3371382.3378265,Eli Sheppard; Katrin S. Lohan,,abstraction,1,0,0,0,state variables,not explicit,aliasing / observability limits
doi:10.1109/ccdc49329.2020.9164770,Real-world Robot Reaching Skill Learning Based on Deep Reinforcement Learning,2020,2020 Chinese Control And Decision Conference (CCDC),crossref,model-based reinforcement learning robot control,10.1109/ccdc49329.2020.9164770,https://doi.org/10.1109/ccdc49329.2020.9164770,Naijun Liu; Tao Lu; Yinghao Cai; Rui Wang; Shuo Wang,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.5220/0008880903810386,Reinforcement Learning of Robot Behavior based on a Digital Twin,2020,Proceedings of the 9th International Conference on Pattern Recognition Applications and Methods,crossref,model-based reinforcement learning robot control,10.5220/0008880903810386,https://doi.org/10.5220/0008880903810386,Tobias Hassel; Oliver Hofmann,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.5220/0009821603140323,Sim-to-Real Transfer with Incremental Environment Complexity for Reinforcement Learning of Depth-based Robot Navigation,2020,"Proceedings of the 17th International Conference on Informatics in Control, Automation and Robotics",crossref,sim-to-real robot control abstraction,10.5220/0009821603140323,https://doi.org/10.5220/0009821603140323,Thomas Chaffre; Julien Moras; Adrien Chan-Hon-Tong; Julien Marzat,,physical,0,1,0,0,contact geometry; domain shift,not explicit,distribution shift
doi:10.1145/3340555.3353756,A Multimodal Robot-Driven Meeting Facilitation System for Group Decision-Making Sessions,2019,2019 International Conference on Multimodal Interaction,crossref,multimodal robot world model,10.1145/3340555.3353756,https://doi.org/10.1145/3340555.3353756,Ameneh Shamekhi; Timothy Bickmore,,planning,0,0,1,0,not explicit,not explicit,not explicit
doi:10.1109/icra.2019.8794389,Active Perception in Adversarial Scenarios using Maximum Entropy Deep Reinforcement Learning,2019,2019 International Conference on Robotics and Automation (ICRA),crossref,active perception robotics world model,10.1109/icra.2019.8794389,https://doi.org/10.1109/icra.2019.8794389,Macheng Shen; Jonathan P. How,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1109/ccdc.2019.8832393,Mobile Robot Navigation based on Deep Reinforcement Learning,2019,2019 Chinese Control And Decision Conference (CCDC),crossref,model-based reinforcement learning robot control,10.1109/ccdc.2019.8832393,https://doi.org/10.1109/ccdc.2019.8832393,Xiaogang Ruan; Dingqi Ren; Xiaoqing Zhu; Jing Huang,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.15607/rss.2019.xv.030,Robot Adaptation to Unstructured Terrains by Joint Representation and Apprenticeship Learning,2019,Robotics: Science and Systems XV,crossref,robot representation learning control,10.15607/rss.2019.xv.030,https://doi.org/10.15607/rss.2019.xv.030,Sriram Siva; Maggie Wigness; John G. Rogers: Hao Zhang,,abstraction,1,0,0,0,state variables,not explicit,aliasing / observability limits
doi:10.1109/mcs.2019.2900792,State Estimation for Robotics [Bookshelf],2019,IEEE Control Systems,crossref,state abstraction robotics control,10.1109/mcs.2019.2900792,https://doi.org/10.1109/mcs.2019.2900792,Luca Carlone,,abstraction,1,0,0,0,not explicit,not explicit,not explicit
doi:10.1109/icra.2018.8461164,Active Clothing Material Perception Using Tactile Sensing and Deep Learning,2018,2018 IEEE International Conference on Robotics and Automation (ICRA),crossref,active perception robotics world model,10.1109/icra.2018.8461164,https://doi.org/10.1109/icra.2018.8461164,Wenzhen Yuan; Yuchen Mo; Shaoxiong Wang; Edward H. Adelson,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1016/b978-0-12-813385-9.00001-7,Background: Dexterity in Robotic Manipulation by Imitating Human Beings,2018,Human Inspired Dexterity in Robotic Manipulation,crossref,robotic manipulation planning latent dynamics,10.1016/b978-0-12-813385-9.00001-7,https://doi.org/10.1016/b978-0-12-813385-9.00001-7,Tetsuyou Watanabe,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1109/lra.2018.2794609,Dual-Modal Tactile Perception and Exploration,2018,IEEE Robotics and Automation Letters,crossref,tactile perception robot manipulation,10.1109/lra.2018.2794609,https://doi.org/10.1109/lra.2018.2794609,Nicholas Pestell; John Lloyd; Jonathan Rossiter; Nathan F. Lepora,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1016/c2016-0-04503-5,Human Inspired Dexterity in Robotic Manipulation,2018,,crossref,robotic manipulation planning latent dynamics,10.1016/c2016-0-04503-5,https://doi.org/10.1016/c2016-0-04503-5,,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1016/b978-0-12-813385-9.00011-x,Prospects of Further Dexterity in Robotic Manipulation by Imitating Human Beings,2018,Human Inspired Dexterity in Robotic Manipulation,crossref,robotic manipulation planning latent dynamics,10.1016/b978-0-12-813385-9.00011-x,https://doi.org/10.1016/b978-0-12-813385-9.00011-x,Tetsuyou Watanabe,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1109/ssci.2017.8285274,An embodied model for handwritten digits recognition in a cognitive robot,2017,2017 IEEE Symposium Series on Computational Intelligence (SSCI),crossref,embodied intelligence physical reasoning robot,10.1109/ssci.2017.8285274,https://doi.org/10.1109/ssci.2017.8285274,Alessandro Di Nuovo,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.4324/9781315246703-6,Housing and Housing Policy,2017,Planning in Contemporary Africa,crossref,latent state robot policy planning,10.4324/9781315246703-6,https://doi.org/10.4324/9781315246703-6,Ambe J. Njoh,,planning,0,0,1,0,control actionability,not explicit,not explicit
doi:10.3390/robotics6030016,Perception-Link Behavior Model: Supporting a Novel Operator Interface for a Customizable Anthropomorphic Telepresence Robot,2017,Robotics,crossref,active perception robotics world model,10.3390/robotics6030016,https://doi.org/10.3390/robotics6030016,William Gu; Gerald Seet; Nadia Magnenat-Thalmann,"A customizable anthropomorphic telepresence robot (CATR) is an emerging medium that might have the highest degree of social presence among the existing mediated communication mediums. Unfortunately, there are problems with teleoperating a CATR, and these problems can deteriorate the gesture motion in a CATR. These problems are the disruption during decoupling, discontinuity due to the unstable transmission and jerkiness due to the reactive collision avoidance. From the review, none of the existing interfaces can simultaneously fix all of the problems. Hence, a novel framework with the perception-link behavior model (PLBM) was proposed. The PLBM adopts the distributed spatiotemporal representation for all of its input signals. Equipping it with other components, the PLBM can solve the above problems with some limitations. For instance, the PLBM can retrieve missing modalities from its experience during decoupling. Next, the PLBM can handle up to a high level of drop rate in the network connection because it is dealing with gesture style and not pose. For collision prevention, the PLBM can tune the incoming gesture style so that the CATR can deliberately and smoothly avoid a collision. In summary, the framework consists of PLBM being able to increase the user's presence on a CATR by synthesizing expressive user gestures.",abstraction,1,0,0,0,state variables,not explicit,aliasing / observability limits
doi:10.1002/9781119091882.ch3,Task Representation,2017,Robot Learning by Visual Observation,crossref,robot representation learning control,10.1002/9781119091882.ch3,https://doi.org/10.1002/9781119091882.ch3,,,abstraction,1,0,0,0,state variables,not explicit,aliasing / observability limits
doi:10.5040/9781350219571.ch-002,The post-apartheid South African state and economy,2017,Development Planning in South Africa,crossref,latent state robot policy planning,10.5040/9781350219571.ch-002,https://doi.org/10.5040/9781350219571.ch-002,,,abstraction,1,0,0,0,not explicit,not explicit,not explicit
doi:10.4324/9781315246703-8,Transportation Infrastructure and Policy,2017,Planning in Contemporary Africa,crossref,latent state robot policy planning,10.4324/9781315246703-8,https://doi.org/10.4324/9781315246703-8,Ambe J. Njoh,,planning,0,0,1,0,control actionability,not explicit,not explicit
doi:10.1109/ccdc.2016.7531968,A new geometric representation for humanoid rehabilitation robot simulation,2016,2016 Chinese Control and Decision Conference (CCDC),crossref,robot representation learning control,10.1109/ccdc.2016.7531968,https://doi.org/10.1109/ccdc.2016.7531968,Yuancan Huang; Guodong Li; Shuai Li,,abstraction,1,0,0,0,state variables,not explicit,aliasing / observability limits
doi:10.1007/978-3-319-32552-1_41,Active Manipulation for Perception,2016,Springer Handbooks Springer Handbook of Robotics,crossref,active perception robotics world model,10.1007/978-3-319-32552-1_41,https://doi.org/10.1007/978-3-319-32552-1_41,Anna Petrovskaya; Kaijen Hsiao,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.3389/frobt.2016.00066,Dynamical Intention: Integrated Intelligence Modeling for Goal-Directed Embodied Agents,2016,Frontiers in Robotics and AI,crossref,embodied intelligence physical reasoning robot,10.3389/frobt.2016.00066,https://doi.org/10.3389/frobt.2016.00066,Eric Aaron,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1109/hri.2016.7451875,Embodied queries for robot task learning,2016,2016 11th ACM/IEEE International Conference on Human-Robot Interaction (HRI),crossref,embodied intelligence physical reasoning robot,10.1109/hri.2016.7451875,https://doi.org/10.1109/hri.2016.7451875,Kalesha Bullard,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1057/978-1-137-60186-5_19,The Physical Practice of Intelligence,2016,Embodied Philosophy in Dance,crossref,embodied intelligence physical reasoning robot,10.1057/978-1-137-60186-5_19,https://doi.org/10.1057/978-1-137-60186-5_19,Einav Katan,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.4337/9781783476732.00010,The application of traditional tort theory to embodied machine intelligence,2016,Robot Law,crossref,embodied intelligence physical reasoning robot,10.4337/9781783476732.00010,https://doi.org/10.4337/9781783476732.00010,Curtis E. A. Karnow,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1142/s0219843615500097,Active Visual Perception for Humanoid Robots,2015,International Journal of Humanoid Robotics,crossref,active perception robotics world model,10.1142/s0219843615500097,https://doi.org/10.1142/s0219843615500097,Francisco Martn; Carlos E. Agero; Jos M. Caas,"Robots detect and keep track of relevant objects in their environment to accomplish some tasks. Many of them are equipped with mobile cameras as the main sensors, process the images and maintain an internal representation of the detected objects. We propose a novel active visual memory that moves the camera to detect objects in robot's surroundings and tracks their positions. This visual memory is based on a combination of multi-modal filters that efficiently integrates partial information. The visual attention subsystem is distributed among the software components in charge of detecting relevant objects. We demonstrate the efficiency and robustness of this perception system in a real humanoid robot participating in the RoboCup SPL competition.",abstraction,1,0,0,0,state variables; perception quality,not explicit,aliasing / observability limits
doi:10.1093/acprof:oso/9780198727903.003.0012,Embodied and Embedded,2015,Embodied,crossref,embodied intelligence physical reasoning robot,10.1093/acprof:oso/9780198727903.003.0012,https://doi.org/10.1093/acprof:oso/9780198727903.003.0012,Christopher Eccleston,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1145/2578153.2582176,Model-based acquisition and analysis of multimodal interactions for improving human-robot interaction,2014,Proceedings of the Symposium on Eye Tracking Research and Applications,crossref,multimodal robot world model,10.1145/2578153.2582176,https://doi.org/10.1145/2578153.2582176,Patrick Renner; Thies Pfeiffer,,world_model,0,0,0,1,not explicit,not explicit,not explicit
doi:10.1007/978-3-642-37518-7_11,Physical Robot Manipulator Experiments,2013,Repetitive Motion Planning and Control of Redundant Robot Manipulators,crossref,offline robot learning planning control,10.1007/978-3-642-37518-7_11,https://doi.org/10.1007/978-3-642-37518-7_11,Yunong Zhang; Zhijun Zhang,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1109/iros.2012.6385560,Improving robot manipulation through fingertip perception,2012,2012 IEEE/RSJ International Conference on Intelligent Robots and Systems,crossref,tactile perception robot manipulation,10.1109/iros.2012.6385560,https://doi.org/10.1109/iros.2012.6385560,Alexis Maldonado; Humberto Alvarez; Michael Beetz,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1115/dscc2012-movic2012-8637,Road Profile Estimation From Vehicle State With Multibody Dynamic Analysis,2012,"Volume 3: Renewable Energy Systems; Robotics; Robust Control; Single Track Vehicle Dynamics and Control; Stochastic Models, Control and Algorithms in Robotics; Structure Dynamics and Smart Structures;",crossref,state abstraction robotics control,10.1115/dscc2012-movic2012-8637,https://doi.org/10.1115/dscc2012-movic2012-8637,Taiga Murakami; Taichi Shiiba,,abstraction,1,0,0,0,not explicit,not explicit,not explicit
doi:10.1109/wcica.2012.6359125,The development of an exoskeleton robot for co-manipulation of human upper limb movement,2012,Proceedings of the 10th World Congress on Intelligent Control and Automation,crossref,robot world model planning control manipulation,10.1109/wcica.2012.6359125,https://doi.org/10.1109/wcica.2012.6359125,Wenjun Ye; Chenguang Yang; Qing Xie,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1007/978-3-642-25489-5_1,Biomechatronics for Embodied Intelligence of an Insectoid Robot,2011,Lecture Notes in Computer Science Intelligent Robotics and Applications,crossref,embodied intelligence physical reasoning robot,10.1007/978-3-642-25489-5_1,https://doi.org/10.1007/978-3-642-25489-5_1,Axel Schneider; Jan Paskarbeit; Mattias Schffersmann; Josef Schmitz,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1109/icpair.2011.5976900,Intelligence technology for cyber-physical robot system,2011,2011 International Conference on Pattern Analysis and Intelligence Robotics,crossref,embodied intelligence physical reasoning robot,10.1109/icpair.2011.5976900,https://doi.org/10.1109/icpair.2011.5976900,Jong-Hwan Kim,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.4135/9781412972000.n12,Agnosia: Tactile,2010,Encyclopedia of Perception,crossref,tactile perception robot manipulation,10.4135/9781412972000.n12,https://doi.org/10.4135/9781412972000.n12,,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1007/978-3-642-16590-0_2,Foundations of Reinforcement Learning,2010,Cognitive Technologies Qualitative Spatial Abstraction in Reinforcement Learning,crossref,robot abstraction learning,10.1007/978-3-642-16590-0_2,https://doi.org/10.1007/978-3-642-16590-0_2,Lutz Frommberger,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1109/cdc.2010.5716942,Multi-robot SLAM using M-Space feature representation,2010,49th IEEE Conference on Decision and Control (CDC),crossref,robot representation learning control,10.1109/cdc.2010.5716942,https://doi.org/10.1109/cdc.2010.5716942,Daniele Benedettelli; Andrea Garulli; Antonio Giannitrapani,,abstraction,1,0,0,0,state variables,not explicit,aliasing / observability limits
doi:10.4135/9781412972000.n303,Tactile Acuity,2010,Encyclopedia of Perception,crossref,tactile perception robot manipulation,10.4135/9781412972000.n303,https://doi.org/10.4135/9781412972000.n303,,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.4135/9781412972000.n304,Tactile Map Reading,2010,Encyclopedia of Perception,crossref,tactile perception robot manipulation,10.4135/9781412972000.n304,https://doi.org/10.4135/9781412972000.n304,,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.4135/9781412972000.n316,Texture Perception: Tactile,2010,Encyclopedia of Perception,crossref,tactile perception robot manipulation,10.4135/9781412972000.n316,https://doi.org/10.4135/9781412972000.n316,,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1109/tepra.2009.5339645,Inference model for heterogeneous robot team configuration based on Reinforcement Learning,2009,2009 IEEE International Conference on Technologies for Practical Robot Applications,crossref,model-based reinforcement learning robot control,10.1109/tepra.2009.5339645,https://doi.org/10.1109/tepra.2009.5339645,Xueqing Sun; Tao Mao; Laura E. Ray,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1108/01439910810909529,A dialogue manager for multimodal humanrobot interaction and learning of a humanoid robot,2008,Industrial Robot: An International Journal,crossref,multimodal robot world model,10.1108/01439910810909529,https://doi.org/10.1108/01439910810909529,Hartwig Holzapfel,"Purpose This paper aims to give an overview of a dialogue manager and recent experiments with multimodal humanrobot dialogues. Design/methodology/approach The paper identifies requirements and solutions in the design of a humanrobot interface. The paper presents essential techniques for a humanoid robot in a household environment and describes their application to representative interaction scenarios that are based on standard situations for a humanoid robot in a household environment. The presented dialogue manager has been developed within the German collaborative research center SFB588 on ""Humanoid Robots - Learning and Cooperating Multimodal Robots"". The dialogue system is embedded in a multimodal perceptual system of the humanoid robot developed within this project. The implementation of the dialogue manager is geared to requirements found in the explored scenarios. The algorithms include multimodal fusion, reinforcement learning, knowledge acquisition and tight coupling of dialogue manager and speech recognition. Findings Within the presented scenarios several algorithms have been implemented and show improvements of the interactions. Results are reported within scenarios that model typical household situations. Research limitations/implications Additional scenarios need to be explored especially in realworld (out of the lab) experiments. Practical implications The paper includes implications for the development of humanoid robots and humanrobot interaction. Originality/value This paper explores humanrobot interaction scenarios and describes solutions for dialogue systems.",physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1109/wcica.2008.4593062,A learning dynamics model for robot,2008,2008 7th World Congress on Intelligent Control and Automation,crossref,robot world model planning control manipulation,10.1109/wcica.2008.4593062,https://doi.org/10.1109/wcica.2008.4593062,Nan Luan,,world_model,0,0,0,1,dynamics fidelity,not explicit,not explicit
doi:10.1016/s1574-6526(07)03014-3,Chapter 14 Physical Reasoning,2008,Foundations of Artificial Intelligence Handbook of Knowledge Representation,crossref,embodied intelligence physical reasoning robot,10.1016/s1574-6526(07)03014-3,https://doi.org/10.1016/s1574-6526(07)03014-3,,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.2307/j.ctv22jntq8.9,Coordinating Policy:,2008,The Origins of the Developmental State in Taiwan,crossref,latent state robot policy planning,10.2307/j.ctv22jntq8.9,https://doi.org/10.2307/j.ctv22jntq8.9,,,planning,0,0,1,0,control actionability,not explicit,not explicit
doi:10.1007/s10846-008-9227-4,"From Embodied Agents or Their Environments Reasoning About the Body, to Virtual Models of the Human Body: A Quick Overview",2008,Journal of Intelligent and Robotic Systems,crossref,embodied intelligence physical reasoning robot,10.1007/s10846-008-9227-4,https://doi.org/10.1007/s10846-008-9227-4,Ephraim Nissan,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1016/j.artint.2008.04.003,Pouring liquids: A study in commonsense physical reasoning,2008,Artificial Intelligence,crossref,embodied intelligence physical reasoning robot,10.1016/j.artint.2008.04.003,https://doi.org/10.1016/j.artint.2008.04.003,Ernest Davis,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.5302/j.icros.2008.14.8.837,Robust Reduced Order State Observer for Lipschitz Nonlinear Systems,2008,"Journal of Institute of Control, Robotics and Systems",crossref,state abstraction robotics control,10.5302/j.icros.2008.14.8.837,https://doi.org/10.5302/j.icros.2008.14.8.837,,,abstraction,1,0,0,0,not explicit,not explicit,not explicit
doi:10.5302/j.icros.2008.14.10.977,Study for State Analysis of Linear Systems using Haar Wavelet,2008,"Journal of Institute of Control, Robotics and Systems",crossref,state abstraction robotics control,10.5302/j.icros.2008.14.10.977,https://doi.org/10.5302/j.icros.2008.14.10.977,,,abstraction,1,0,0,0,not explicit,not explicit,not explicit
doi:10.1007/978-1-84628-974-3_20,Parametric Representation of the Environment of a Mobile Robot for Measurement Update in a Particle Filter,2007,Lecture Notes in Control and Information Sciences Robot Motion and Control 2007,crossref,robot representation learning control,10.1007/978-1-84628-974-3_20,https://doi.org/10.1007/978-1-84628-974-3_20,Tahir Yaqub; Jayantha Katupitiya,,abstraction,1,0,0,0,state variables,not explicit,aliasing / observability limits
doi:10.1080/15239080701381371,US Environmental Politics: A Study of State Toxic Metal Water Quality Standards,2007,Journal of Environmental Policy &amp; Planning,crossref,latent state robot policy planning,10.1080/15239080701381371,https://doi.org/10.1080/15239080701381371,Mary E. Davis,,abstraction,1,0,0,0,not explicit,not explicit,not explicit
doi:10.5220/0001188902250231,DIRECT GRADIENT-BASED REINFORCEMENT LEARNING FOR ROBOT BEHAVIOR LEARNING,2005,"Proceedings of the Second International Conference on Informatics in Control, Automation and Robotics",crossref,model-based reinforcement learning robot control,10.5220/0001188902250231,https://doi.org/10.5220/0001188902250231,,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1007/978-3-540-27833-7_1,Embodied Artificial Intelligence: Trends and Challenges,2004,Lecture Notes in Computer Science Embodied Artificial Intelligence,crossref,embodied intelligence physical reasoning robot,10.1007/978-3-540-27833-7_1,https://doi.org/10.1007/978-3-540-27833-7_1,Rolf Pfeifer; Fumiya Iida,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1007/978-3-540-28645-5_17,Propositional Reasoning for an Embodied Cognitive Model,2004,Lecture Notes in Computer Science Advances in Artificial Intelligence - SBIA 2004,crossref,embodied intelligence physical reasoning robot,10.1007/978-3-540-28645-5_17,https://doi.org/10.1007/978-3-540-28645-5_17,Jerusa Marchi; Guilherme Bittencourt,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1007/978-3-540-27833-7_6,Robot Bouncing: On the Synergy Between Neural and Body-Environment Dynamics,2004,Lecture Notes in Computer Science Embodied Artificial Intelligence,crossref,embodied intelligence physical reasoning robot,10.1007/978-3-540-27833-7_6,https://doi.org/10.1007/978-3-540-27833-7_6,Max Lungarella; Luc Berthouze,,world_model,0,0,0,1,dynamics fidelity,not explicit,not explicit
doi:10.1007/978-3-540-27833-7_16,Robot Finger Design for Developmental Tactile Interaction,2004,Lecture Notes in Computer Science Embodied Artificial Intelligence,crossref,embodied intelligence physical reasoning robot,10.1007/978-3-540-27833-7_16,https://doi.org/10.1007/978-3-540-27833-7_16,Koh Hosoda,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1007/978-3-540-27833-7_3,The Future of Embodied Artificial Intelligence: Machine Consciousness?,2004,Lecture Notes in Computer Science Embodied Artificial Intelligence,crossref,embodied intelligence physical reasoning robot,10.1007/978-3-540-27833-7_3,https://doi.org/10.1007/978-3-540-27833-7_3,Owen Holland,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1016/s0004-3702(03)00055-9,Embodied artificial intelligence,2003,Artificial Intelligence,crossref,embodied intelligence physical reasoning robot,10.1016/s0004-3702(03)00055-9,https://doi.org/10.1016/s0004-3702(03)00055-9,Ron Chrisley,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1079/9780851995465.0053,The market versus the state.,2002,Leisure and tourism policy and planning,crossref,latent state robot policy planning,10.1079/9780851995465.0053,https://doi.org/10.1079/9780851995465.0053,A. J. Veal,,abstraction,1,0,0,0,not explicit,not explicit,not explicit
doi:10.7551/mitpress/4527.003.0011,Dynamic Manipulation,2001,Mechanics of Robotic Manipulation,crossref,robotic manipulation planning latent dynamics,10.7551/mitpress/4527.003.0011,https://doi.org/10.7551/mitpress/4527.003.0011,,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.7551/mitpress/4527.003.0009,Dynamics,2001,Mechanics of Robotic Manipulation,crossref,robotic manipulation planning latent dynamics,10.7551/mitpress/4527.003.0009,https://doi.org/10.7551/mitpress/4527.003.0009,,,world_model,0,0,0,1,dynamics fidelity,not explicit,not explicit
doi:10.1016/s0004-3702(01)00090-x,Influence-based model decomposition for reasoning about spatially distributed physical systems,2001,Artificial Intelligence,crossref,embodied intelligence physical reasoning robot,10.1016/s0004-3702(01)00090-x,https://doi.org/10.1016/s0004-3702(01)00090-x,Chris Bailey-Kellogg; Feng Zhao,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.7551/mitpress/4527.003.0005,Kinematic Manipulation,2001,Mechanics of Robotic Manipulation,crossref,robotic manipulation planning latent dynamics,10.7551/mitpress/4527.003.0005,https://doi.org/10.7551/mitpress/4527.003.0005,,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.7551/mitpress/4527.003.0004,Kinematic Representation,2001,Mechanics of Robotic Manipulation,crossref,robotic manipulation planning latent dynamics,10.7551/mitpress/4527.003.0004,https://doi.org/10.7551/mitpress/4527.003.0004,,,abstraction,1,0,0,0,state variables,not explicit,aliasing / observability limits
doi:10.7551/mitpress/4527.003.0002,Manipulation,2001,Mechanics of Robotic Manipulation,crossref,robotic manipulation planning latent dynamics,10.7551/mitpress/4527.003.0002,https://doi.org/10.7551/mitpress/4527.003.0002,,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.7551/mitpress/4527.003.0008,Quasistatic Manipulation,2001,Mechanics of Robotic Manipulation,crossref,robotic manipulation planning latent dynamics,10.7551/mitpress/4527.003.0008,https://doi.org/10.7551/mitpress/4527.003.0008,,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.3917/puf.strer.2000.01.0051,Chapitre 3. Exploration manuelle et perception tactile chez le nourrisson,2000,Toucher pour connatre,crossref,tactile perception robot manipulation,10.3917/puf.strer.2000.01.0051,https://doi.org/10.3917/puf.strer.2000.01.0051,Arlette Streri,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1145/350752.350761,Ecological interface enabling human-embodied cognition in mobile robot teleoperation,2000,intelligence,crossref,embodied intelligence physical reasoning robot,10.1145/350752.350761,https://doi.org/10.1145/350752.350761,Tetsuo Sawaragi; Yukio Horiguchi,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.21236/ada357655,Intelligent Sensor-Based Manipulation with Robotic Hands,1998,,crossref,robotic manipulation planning latent dynamics,10.21236/ada357655,https://doi.org/10.21236/ada357655,Peter Allen,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1007/978-1-4613-0471-5_6,Active Learning for Vision-Based Robot Grasping,1996,The Kluwer International Series in Engineering and Computer Science Recent Advances in Robot Learning,crossref,robot representation learning control,10.1007/978-1-4613-0471-5_6,https://doi.org/10.1007/978-1-4613-0471-5_6,Marcos Salganicoff; Lyle H. Ungar; Ruzena Bajcsy,,physical,0,1,0,0,contact geometry; perception quality,not explicit,not explicit
doi:10.1016/0954-1810(96)00001-5,Constraint logic programming for structure-based reasoning about dynamic physical systems,1996,Artificial Intelligence in Engineering,crossref,embodied intelligence physical reasoning robot,10.1016/0954-1810(96)00001-5,https://doi.org/10.1016/0954-1810(96)00001-5,Yousri El Fattah,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1007/978-1-4613-0471-5_7,Purposive Behavior Acquisition for a Real Robot by Vision-Based Reinforcement Learning,1996,The Kluwer International Series in Engineering and Computer Science Recent Advances in Robot Learning,crossref,robot representation learning control,10.1007/978-1-4613-0471-5_7,https://doi.org/10.1007/978-1-4613-0471-5_7,Minoru Asada; Shoichi Noda; Sukoya Tawaratsumida; Koh Hosoda,,physical,0,1,0,0,contact geometry; perception quality,not explicit,not explicit
doi:10.1142/9789812831361_0002,KNOWLEDGE REPRESENTATION AND MACHINE LEARNING,1995,Nonanalytical Methods for Motor Control,crossref,robot representation learning control,10.1142/9789812831361_0002,https://doi.org/10.1142/9789812831361_0002,,,abstraction,1,0,0,0,state variables,not explicit,aliasing / observability limits
doi:10.1109/37.257890,Acquiring robot skills via reinforcement learning,1994,IEEE Control Systems,crossref,robot representation learning control,10.1109/37.257890,https://doi.org/10.1109/37.257890,,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1049/cp:19940193,Quaternion position representation in robot kinematic structures,1994,International Conference on Control '94,crossref,robot representation learning control,10.1049/cp:19940193,https://doi.org/10.1049/cp:19940193,K. Dobrovodsky,,abstraction,1,0,0,0,state variables,not explicit,aliasing / observability limits
